Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,93.8|5.9|0.3|0.0
Mod-5ranked_unsupervised_1.pdb,94.4|5.2|0.3|0.0
Mod-5ranked_unsupervised_2.pdb,94.4|5.6|0.0|0.0
Mod-5ranked_unsupervised_3.pdb,93.4|6.6|0.0|0.0
Mod-5ranked_unsupervised_4.pdb,94.1|5.9|0.0|0.0
