Model,MOLPROBITY
Mod-2best_unsupervised_0.pdb,2.34
Mod-2best_unsupervised_1.pdb,2.46
Mod-2best_unsupervised_2.pdb,2.29
Mod-2best_unsupervised_3.pdb,2.40
Mod-2best_unsupervised_4.pdb,2.32
