Model,PROCHECK
ranked_0.pdb,95.3|4.7|0.0|0.0
ranked_1.pdb,95.3|4.7|0.0|0.0
ranked_2.pdb,96.5|3.5|0.0|0.0
ranked_3.pdb,95.3|4.7|0.0|0.0
ranked_4.pdb,95.7|4.3|0.0|0.0
