Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-6.31
Mod-5ranked_unsupervised_1.pdb,-6.23
Mod-5ranked_unsupervised_2.pdb,-6.37
Mod-5ranked_unsupervised_3.pdb,-6.31
Mod-5ranked_unsupervised_4.pdb,-6.31
