Model,MOLPROBITY
Mod-5ranked_unsupervised_0.pdb,2.26
Mod-5ranked_unsupervised_1.pdb,2.46
Mod-5ranked_unsupervised_2.pdb,2.44
Mod-5ranked_unsupervised_3.pdb,2.51
Mod-5ranked_unsupervised_4.pdb,2.14
