Model,PROSA
Mod-2best_unsupervised_0.pdb,-8.77
Mod-2best_unsupervised_1.pdb,-8.91
Mod-2best_unsupervised_2.pdb,-8.81
Mod-2best_unsupervised_3.pdb,-8.87
Mod-2best_unsupervised_4.pdb,-8.84
