Model,MOLPROBITY
Mod-2best_unsupervised_0.pdb,2.41
Mod-2best_unsupervised_1.pdb,2.24
Mod-2best_unsupervised_2.pdb,2.36
Mod-2best_unsupervised_3.pdb,2.17
Mod-2best_unsupervised_4.pdb,2.14
