Model,PROSA
Mod-2best_unsupervised_0.pdb,-7.55
Mod-2best_unsupervised_1.pdb,-7.33
Mod-2best_unsupervised_2.pdb,-7.72
Mod-2best_unsupervised_3.pdb,-7.59
Mod-2best_unsupervised_4.pdb,-7.56
