Model,PROCHECK
Mod-2best_unsupervised_0.pdb,92.3|6.0|1.7|0.0
Mod-2best_unsupervised_1.pdb,89.7|7.7|0.0|2.6
Mod-2best_unsupervised_2.pdb,89.7|8.5|1.7|0.0
Mod-2best_unsupervised_3.pdb,89.7|9.4|0.9|0.0
Mod-2best_unsupervised_4.pdb,91.5|7.7|0.9|0.0
