Model,PROCHECK
ranked_0.pdb,92.5|7.5|0.0|0.0
ranked_1.pdb,92.0|8.0|0.0|0.0
ranked_2.pdb,92.5|7.3|0.3|0.0
ranked_3.pdb,92.7|7.3|0.0|0.0
ranked_4.pdb,90.9|9.1|0.0|0.0
