Model,MOLPROBITY
Mod-2best_unsupervised_0.pdb,1.93
Mod-2best_unsupervised_1.pdb,2.05
Mod-2best_unsupervised_2.pdb,2.36
Mod-2best_unsupervised_3.pdb,1.98
Mod-2best_unsupervised_4.pdb,1.96
