Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-5.63
Mod-5ranked_unsupervised_1.pdb,-5.6
Mod-5ranked_unsupervised_2.pdb,-5.62
Mod-5ranked_unsupervised_3.pdb,-5.4
Mod-5ranked_unsupervised_4.pdb,-5.59
