Model,PROCHECK
Mod-2best_supervised_0.pdb,97.7|2.3|0.0|0.0
Mod-2best_supervised_1.pdb,97.7|2.3|0.0|0.0
Mod-2best_supervised_2.pdb,97.7|2.3|0.0|0.0
Mod-2best_supervised_3.pdb,97.2|2.8|0.0|0.0
Mod-2best_supervised_4.pdb,97.7|2.3|0.0|0.0
