Model,PROSA
Mod-2best_unsupervised_0.pdb,-11.45
Mod-2best_unsupervised_1.pdb,-11.44
Mod-2best_unsupervised_2.pdb,-11.57
Mod-2best_unsupervised_3.pdb,-11.54
Mod-2best_unsupervised_4.pdb,-11.59
