Model,PROCHECK
Mod-2best_supervised_0.pdb,100.0|0.0|0.0|0.0
Mod-2best_supervised_1.pdb,99.1|0.9|0.0|0.0
Mod-2best_supervised_2.pdb,98.1|0.9|0.9|0.0
Mod-2best_supervised_3.pdb,100.0|0.0|0.0|0.0
Mod-2best_supervised_4.pdb,100.0|0.0|0.0|0.0
