Model,PROSA
Mod-2best_unsupervised_0.pdb,-5.68
Mod-2best_unsupervised_1.pdb,-5.46
Mod-2best_unsupervised_2.pdb,-5.64
Mod-2best_unsupervised_3.pdb,-5.74
Mod-2best_unsupervised_4.pdb,-5.37
