Model,PROCHECK
ranked_0.pdb,91.1|8.3|0.0|0.6
ranked_1.pdb,92.3|7.7|0.0|0.0
ranked_2.pdb,87.5|11.9|0.6|0.0
ranked_3.pdb,86.9|12.5|0.6|0.0
ranked_4.pdb,85.1|14.3|0.6|0.0
