Model,PROCHECK
ranked_0.pdb,92.3|7.7|0.0|0.0
ranked_1.pdb,91.1|8.9|0.0|0.0
ranked_2.pdb,89.9|9.5|0.6|0.0
ranked_3.pdb,87.6|12.4|0.0|0.0
ranked_4.pdb,88.2|10.7|1.2|0.0
