Model,PROCHECK
Mod-2best_unsupervised_0.pdb,90.0|9.4|0.6|0.0
Mod-2best_unsupervised_1.pdb,92.2|7.2|0.6|0.0
Mod-2best_unsupervised_2.pdb,90.0|9.4|0.6|0.0
Mod-2best_unsupervised_3.pdb,91.7|7.8|0.0|0.6
Mod-2best_unsupervised_4.pdb,90.0|10.0|0.0|0.0
