Model,PROCHECK
Mod-2best_unsupervised_0.pdb,95.6|3.5|0.9|0.0
Mod-2best_unsupervised_1.pdb,94.7|4.4|0.9|0.0
Mod-2best_unsupervised_2.pdb,96.5|3.5|0.0|0.0
Mod-2best_unsupervised_3.pdb,94.7|5.3|0.0|0.0
Mod-2best_unsupervised_4.pdb,93.9|6.1|0.0|0.0
