Model,PROCHECK
ranked_0.pdb,97.8|2.2|0.0|0.0
ranked_1.pdb,98.9|1.1|0.0|0.0
ranked_2.pdb,96.8|3.2|0.0|0.0
ranked_3.pdb,97.8|1.1|1.1|0.0
ranked_4.pdb,96.8|3.2|0.0|0.0
