Model,PROCHECK
ranked_0.pdb,96.8|3.2|0.0|0.0
ranked_1.pdb,97.2|2.8|0.0|0.0
ranked_2.pdb,96.8|3.2|0.0|0.0
ranked_3.pdb,95.9|4.1|0.0|0.0
ranked_4.pdb,96.3|3.2|0.5|0.0
