Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-7.59
Mod-5ranked_unsupervised_1.pdb,-7.61
Mod-5ranked_unsupervised_2.pdb,-7.58
Mod-5ranked_unsupervised_3.pdb,-7.56
Mod-5ranked_unsupervised_4.pdb,-7.59
