Model,PROCHECK
Mod-2best_unsupervised_0.pdb,95.1|4.2|0.0|0.7
Mod-2best_unsupervised_1.pdb,93.0|6.3|0.0|0.7
Mod-2best_unsupervised_2.pdb,93.7|5.6|0.0|0.7
Mod-2best_unsupervised_3.pdb,95.1|3.5|0.7|0.7
Mod-2best_unsupervised_4.pdb,93.7|5.6|0.0|0.7
