Model,PROSA
Mod-2best_unsupervised_0.pdb,-2.4
Mod-2best_unsupervised_1.pdb,-2.45
Mod-2best_unsupervised_2.pdb,-2.72
Mod-2best_unsupervised_3.pdb,-2.52
Mod-2best_unsupervised_4.pdb,-2.48
