Model,PROSA
Mod-2best_supervised_0.pdb,-9.15
Mod-2best_supervised_1.pdb,-8.96
Mod-2best_supervised_2.pdb,-9.05
Mod-2best_supervised_3.pdb,-9.05
Mod-2best_supervised_4.pdb,-9.03
