Model,PROCHECK
Mod-2best_unsupervised_0.pdb,93.8|5.9|0.3|0.0
Mod-2best_unsupervised_1.pdb,93.8|6.2|0.0|0.0
Mod-2best_unsupervised_2.pdb,93.8|6.2|0.0|0.0
Mod-2best_unsupervised_3.pdb,93.8|5.9|0.3|0.0
Mod-2best_unsupervised_4.pdb,94.4|5.6|0.0|0.0
