Model,PROCHECK
ranked_0.pdb,95.0|5.0|0.0|0.0
ranked_1.pdb,94.7|5.3|0.0|0.0
ranked_2.pdb,94.7|5.3|0.0|0.0
ranked_3.pdb,95.4|4.6|0.0|0.0
ranked_4.pdb,95.7|4.3|0.0|0.0
