Model,PROCHECK
Mod-2best_unsupervised_0.pdb,93.5|6.1|0.0|0.4
Mod-2best_unsupervised_1.pdb,92.6|7.4|0.0|0.0
Mod-2best_unsupervised_2.pdb,92.6|6.9|0.0|0.4
Mod-2best_unsupervised_3.pdb,92.6|7.4|0.0|0.0
Mod-2best_unsupervised_4.pdb,92.2|6.5|0.4|0.9
