Model,PROCHECK
ranked_0.pdb,92.5|7.2|0.3|0.0
ranked_1.pdb,92.5|7.2|0.3|0.0
ranked_2.pdb,92.8|7.2|0.0|0.0
ranked_3.pdb,92.5|7.5|0.0|0.0
ranked_4.pdb,93.1|6.9|0.0|0.0
