Model,PROCHECK
Mod-2best_unsupervised_0.pdb,95.9|3.9|0.0|0.3
Mod-2best_unsupervised_1.pdb,96.1|3.6|0.0|0.3
Mod-2best_unsupervised_2.pdb,95.6|4.1|0.3|0.0
Mod-2best_unsupervised_3.pdb,95.6|4.1|0.3|0.0
Mod-2best_unsupervised_4.pdb,95.6|4.1|0.3|0.0
