Model,PROCHECK
ranked_0.pdb,97.5|2.5|0.0|0.0
ranked_1.pdb,96.3|3.7|0.0|0.0
ranked_2.pdb,96.3|3.7|0.0|0.0
ranked_3.pdb,95.7|4.3|0.0|0.0
ranked_4.pdb,96.9|3.1|0.0|0.0
