Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-6.97
Mod-5ranked_unsupervised_1.pdb,-6.96
Mod-5ranked_unsupervised_2.pdb,-6.95
Mod-5ranked_unsupervised_3.pdb,-7.11
Mod-5ranked_unsupervised_4.pdb,-7
