Model,MOLPROBITY
Mod-2best_unsupervised_0.pdb,2.49
Mod-2best_unsupervised_1.pdb,2.19
Mod-2best_unsupervised_2.pdb,2.17
Mod-2best_unsupervised_3.pdb,2.39
Mod-2best_unsupervised_4.pdb,2.05
