Model,PROSA
Mod-2best_supervised_0.pdb,-9.14
Mod-2best_supervised_1.pdb,-9.29
Mod-2best_supervised_2.pdb,-9.17
Mod-2best_supervised_3.pdb,-9.28
Mod-2best_supervised_4.pdb,-9.23
