Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-9.37
Mod-5ranked_unsupervised_1.pdb,-9.22
Mod-5ranked_unsupervised_2.pdb,-9.25
Mod-5ranked_unsupervised_3.pdb,-9.29
Mod-5ranked_unsupervised_4.pdb,-9.35
