Model,PROSA
Mod-2best_unsupervised_0.pdb,-3.51
Mod-2best_unsupervised_1.pdb,-3.69
Mod-2best_unsupervised_2.pdb,-4.02
Mod-2best_unsupervised_3.pdb,-3.46
Mod-2best_unsupervised_4.pdb,-3.34
