Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-5.98
Mod-5ranked_unsupervised_1.pdb,-6.05
Mod-5ranked_unsupervised_2.pdb,-6.05
Mod-5ranked_unsupervised_3.pdb,-6.04
Mod-5ranked_unsupervised_4.pdb,-6.04
