Model,MOLPROBITY
Mod-5ranked_unsupervised_0.pdb,3.83
Mod-5ranked_unsupervised_1.pdb,3.87
Mod-5ranked_unsupervised_2.pdb,3.90
Mod-5ranked_unsupervised_3.pdb,3.78
Mod-5ranked_unsupervised_4.pdb,3.94
