Model,PROCHECK
Mod-2best_unsupervised_0.pdb,93.0|7.0|0.0|0.0
Mod-2best_unsupervised_1.pdb,92.3|7.3|0.0|0.3
Mod-2best_unsupervised_2.pdb,94.1|5.9|0.0|0.0
Mod-2best_unsupervised_3.pdb,93.0|7.0|0.0|0.0
Mod-2best_unsupervised_4.pdb,93.4|6.3|0.3|0.0
