Model,PROSA
Mod-2best_unsupervised_0.pdb,-7.54
Mod-2best_unsupervised_1.pdb,-7.5
Mod-2best_unsupervised_2.pdb,-7.63
Mod-2best_unsupervised_3.pdb,-7.69
Mod-2best_unsupervised_4.pdb,-7.52
