Model,PROCHECK
Mod-2best_unsupervised_0.pdb,96.0|2.9|0.7|0.4
Mod-2best_unsupervised_1.pdb,97.5|2.5|0.0|0.0
Mod-2best_unsupervised_2.pdb,96.8|2.9|0.4|0.0
Mod-2best_unsupervised_3.pdb,97.5|2.2|0.4|0.0
Mod-2best_unsupervised_4.pdb,96.8|2.9|0.4|0.0
