Model,PROCHECK
Mod-2best_unsupervised_0.pdb,93.4|6.1|0.3|0.3
Mod-2best_unsupervised_1.pdb,93.9|5.2|0.6|0.3
Mod-2best_unsupervised_2.pdb,94.2|5.0|0.3|0.6
Mod-2best_unsupervised_3.pdb,93.4|6.1|0.3|0.3
Mod-2best_unsupervised_4.pdb,93.1|6.1|0.3|0.6
