Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,92.6|7.4|0.0|0.0
Mod-5ranked_unsupervised_1.pdb,92.6|6.5|0.4|0.4
Mod-5ranked_unsupervised_2.pdb,90.9|9.1|0.0|0.0
Mod-5ranked_unsupervised_3.pdb,92.6|6.9|0.4|0.0
Mod-5ranked_unsupervised_4.pdb,93.1|6.5|0.4|0.0
