Model,MOLPROBITY
Mod-2best_supervised_0.pdb,2.00
Mod-2best_supervised_1.pdb,2.26
Mod-2best_supervised_2.pdb,2.36
Mod-2best_supervised_3.pdb,2.12
Mod-2best_supervised_4.pdb,2.48
