Model,MOLPROBITY
Mod-2best_supervised_0.pdb,2.33
Mod-2best_supervised_1.pdb,2.11
Mod-2best_supervised_2.pdb,2.25
Mod-2best_supervised_3.pdb,1.99
Mod-2best_supervised_4.pdb,2.25
