Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-6.24
Mod-5ranked_unsupervised_1.pdb,-6.19
Mod-5ranked_unsupervised_2.pdb,-6.27
Mod-5ranked_unsupervised_3.pdb,-6.36
Mod-5ranked_unsupervised_4.pdb,-6.23
