7LC6-D1,ranked,ranked_0,0.800
7LC6-D1,Mod-5ranked,Mod-5ranked_unsupervised_0,0.927
7LC6-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_0,0.792
7LC6-D1,ranked,ranked_1,0.774
7LC6-D1,Mod-5ranked,Mod-5ranked_unsupervised_1,0.830
7LC6-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_1,0.786
7LC6-D1,ranked,ranked_2,0.917
7LC6-D1,Mod-5ranked,Mod-5ranked_unsupervised_2,0.806
7LC6-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_2,0.845
7LC6-D1,ranked,ranked_3,0.830
7LC6-D1,Mod-5ranked,Mod-5ranked_unsupervised_3,0.788
7LC6-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_3,0.807
7LC6-D1,ranked,ranked_4,0.769
7LC6-D1,Mod-5ranked,Mod-5ranked_unsupervised_4,0.807
7LC6-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_4,0.795
