Model,PROSA
Mod-2best_supervised_0.pdb,-8.26
Mod-2best_supervised_1.pdb,-8.39
Mod-2best_supervised_2.pdb,-8.3
Mod-2best_supervised_3.pdb,-8.12
Mod-2best_supervised_4.pdb,-8.27
