Model,MOLPROBITY
Mod-2best_unsupervised_0.pdb,2.92
Mod-2best_unsupervised_1.pdb,2.51
Mod-2best_unsupervised_2.pdb,2.50
Mod-2best_unsupervised_3.pdb,2.47
Mod-2best_unsupervised_4.pdb,2.45
