Model,PROCHECK
Mod-2best_supervised_0.pdb,90.5|9.5|0.0|0.0
Mod-2best_supervised_1.pdb,91.7|8.3|0.0|0.0
Mod-2best_supervised_2.pdb,90.5|9.5|0.0|0.0
Mod-2best_supervised_3.pdb,91.7|8.3|0.0|0.0
Mod-2best_supervised_4.pdb,91.1|8.9|0.0|0.0
