Model,PROCHECK
ranked_0.pdb,93.7|6.3|0.0|0.0
ranked_1.pdb,94.4|5.6|0.0|0.0
ranked_2.pdb,93.7|6.3|0.0|0.0
ranked_3.pdb,92.0|8.0|0.0|0.0
ranked_4.pdb,93.4|6.6|0.0|0.0
