Model,PROCHECK
ranked_0.pdb,92.8|7.2|0.0|0.0
ranked_1.pdb,91.7|8.3|0.0|0.0
ranked_2.pdb,85.6|13.9|0.6|0.0
ranked_3.pdb,82.8|16.1|1.1|0.0
ranked_4.pdb,85.0|14.4|0.6|0.0
