Model,PROCHECK
ranked_0.pdb,94.1|5.9|0.0|0.0
ranked_1.pdb,90.1|9.9|0.0|0.0
ranked_2.pdb,89.1|9.9|1.0|0.0
ranked_3.pdb,91.1|8.9|0.0|0.0
ranked_4.pdb,92.1|7.9|0.0|0.0
