Model,PROCHECK
Mod-2best_unsupervised_0.pdb,95.8|3.8|0.2|0.2
Mod-2best_unsupervised_1.pdb,95.5|4.0|0.4|0.2
Mod-2best_unsupervised_2.pdb,94.1|5.5|0.2|0.2
Mod-2best_unsupervised_3.pdb,94.7|4.7|0.4|0.2
Mod-2best_unsupervised_4.pdb,95.1|4.4|0.4|0.2
