Model,MOLPROBITY
Mod-5ranked_unsupervised_0.pdb,2.22
Mod-5ranked_unsupervised_1.pdb,2.29
Mod-5ranked_unsupervised_2.pdb,2.25
Mod-5ranked_unsupervised_3.pdb,2.07
Mod-5ranked_unsupervised_4.pdb,2.31
