Model,PROSA
Mod-2best_supervised_0.pdb,-6.24
Mod-2best_supervised_1.pdb,-6.21
Mod-2best_supervised_2.pdb,-6.27
Mod-2best_supervised_3.pdb,-6.28
Mod-2best_supervised_4.pdb,-6.32
