Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,96.9|3.1|0.0|0.0
Mod-5ranked_unsupervised_1.pdb,96.0|3.7|0.3|0.0
Mod-5ranked_unsupervised_2.pdb,96.6|3.4|0.0|0.0
Mod-5ranked_unsupervised_3.pdb,97.5|2.5|0.0|0.0
Mod-5ranked_unsupervised_4.pdb,96.9|3.1|0.0|0.0
