Model,PROSA
Mod-2best_unsupervised_0.pdb,-8.18
Mod-2best_unsupervised_1.pdb,-7.92
Mod-2best_unsupervised_2.pdb,-8.02
Mod-2best_unsupervised_3.pdb,-8.45
Mod-2best_unsupervised_4.pdb,-8.23
