Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,98.8|1.2|0.0|0.0
Mod-5ranked_unsupervised_1.pdb,95.3|4.7|0.0|0.0
Mod-5ranked_unsupervised_2.pdb,97.6|2.4|0.0|0.0
Mod-5ranked_unsupervised_3.pdb,96.5|3.5|0.0|0.0
Mod-5ranked_unsupervised_4.pdb,97.6|2.4|0.0|0.0
