Model,PROSA
Mod-2best_supervised_0.pdb,-6.06
Mod-2best_supervised_1.pdb,-6.04
Mod-2best_supervised_2.pdb,-6.1
Mod-2best_supervised_3.pdb,-6.07
Mod-2best_supervised_4.pdb,-6.1
