Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-6.9
Mod-5ranked_unsupervised_1.pdb,-6.75
Mod-5ranked_unsupervised_2.pdb,-6.79
Mod-5ranked_unsupervised_3.pdb,-6.65
Mod-5ranked_unsupervised_4.pdb,-6.53
