Model,PROCHECK
Mod-2best_unsupervised_0.pdb,97.8|2.2|0.0|0.0
Mod-2best_unsupervised_1.pdb,97.8|2.2|0.0|0.0
Mod-2best_unsupervised_2.pdb,97.8|2.2|0.0|0.0
Mod-2best_unsupervised_3.pdb,97.8|1.1|0.0|1.1
Mod-2best_unsupervised_4.pdb,96.8|2.2|0.0|1.1
