Model,PROCHECK
Mod-2best_supervised_0.pdb,97.3|2.7|0.0|0.0
Mod-2best_supervised_1.pdb,99.3|0.7|0.0|0.0
Mod-2best_supervised_2.pdb,98.6|1.4|0.0|0.0
Mod-2best_supervised_3.pdb,99.3|0.7|0.0|0.0
Mod-2best_supervised_4.pdb,99.3|0.7|0.0|0.0
